date,ticker,action,price,shares,weight,combo_rank,rebalance_id,pnl,reason
2009-12-08,OKE,TAKE_PROFIT,7.47692849867655,22010.102810182543,0.0,,0,0.8129788804667399,risk_exit
2010-01-05,VMC,BUY,45.6958881480013,109.74263451603338,0.04999999999999999,1.0,41,0.0,rebalance
2010-01-05,EFX,BUY,26.165041685689673,92.92209878033282,0.04999999999999999,2.0,41,0.0,rebalance
2010-01-05,BSX,BUY,8.989999771118164,3270.519451156866,0.04999999999999999,3.0,41,0.0,rebalance
2010-01-05,STE,BUY,22.684286240403466,425.2038450595437,0.04999999999999999,4.0,41,0.0,rebalance
2010-01-05,DGX,BUY,45.05930152726748,253.75627254653773,0.04999999999999999,5.0,41,0.0,rebalance
2010-01-05,BKR,BUY,20.628938078109417,565.3557821584836,0.04999999999999999,6.0,41,0.0,rebalance
2010-01-05,HST,BUY,6.61814144700646,306.41714270138255,0.04999999999999999,7.0,41,0.0,rebalance
2010-01-05,IBM,BUY,71.01121433537196,50.42410258605378,0.04999999999999999,8.0,41,0.0,rebalance
2010-01-05,SPGI,BUY,24.140835319810378,1374.1673032294475,0.04999999999999999,9.0,41,0.0,rebalance
2010-01-05,CRM,BUY,18.29596988516141,8355.30551047182,0.04999999999999999,10.0,41,0.0,rebalance
2010-01-05,ALGN,BUY,18.5,8265.211103984915,0.04999999999999999,11.0,41,0.0,rebalance
2010-01-05,GD,BUY,47.13838668174449,26.580477723428885,0.04999999999999999,12.0,41,0.0,rebalance
2010-01-05,DIS,BUY,27.083697558863122,503.5124421584469,0.04999999999999999,13.0,41,0.0,rebalance
2010-01-05,AMGN,BUY,38.263129015102926,468.86445829656304,0.04999999999999999,14.0,41,0.0,rebalance
2010-01-05,EXPE,BUY,33.50411547425381,48.516860743058714,0.04999999999999999,15.0,41,0.0,rebalance
2010-01-05,CMI,BUY,32.025923666834736,4774.643771405709,0.04999999999999999,16.0,41,0.0,rebalance
2010-01-05,TXT,BUY,18.366063119075857,119.0289915572539,0.04999999999999999,17.0,41,0.0,rebalance
2010-01-05,OKE,BUY,8.243284511188708,18543.896492637246,0.04999999999999999,18.0,41,0.0,rebalance
2010-01-05,INTU,BUY,26.8970299995357,63.92937437078581,0.04999999999999999,19.0,41,0.0,rebalance
2010-01-05,UNP,BUY,22.994573484492815,283.80693758559937,0.04999999999999999,20.0,41,0.0,rebalance
2010-03-19,GD,TAKE_PROFIT,51.63539123535156,3243.7768067047086,0.0,,0,0.8069265272016832,risk_exit
2010-03-25,HST,TAKE_PROFIT,8.092561509605009,23099.408240900444,0.0,,0,0.8548129969272376,risk_exit
2010-03-25,DIS,TAKE_PROFIT,29.127436071645008,5645.702381381049,0.0,,0,0.8123500976031259,risk_exit
2010-04-05,VMC,BUY,42.707127581402425,498.9481460679085,0.04999999999999999,1.0,42,0.0,rebalance
2010-04-05,EFX,BUY,29.690823477555337,312.91138932647937,0.04999999999999999,2.0,42,0.0,rebalance
2010-04-05,BSX,BUY,7.239999771118164,5672.249329659564,0.04999999999999999,3.0,42,0.0,rebalance
2010-04-05,STE,BUY,27.579318236633153,786.3666547396997,0.04999999999999999,4.0,42,0.0,rebalance
2010-04-05,DGX,BUY,43.92200438922377,345.2618234952033,0.04999999999999999,5.0,42,0.0,rebalance
2010-04-05,BKR,BUY,24.34047446350448,665.6198881489663,0.04999999999999999,6.0,42,0.0,rebalance
2010-04-05,HST,BUY,8.338424705047263,19690.599955618003,0.04999999999999999,7.0,42,0.0,rebalance
2010-04-05,IBM,BUY,69.54127708872828,207.318347220772,0.04999999999999999,8.0,42,0.0,rebalance
2010-04-05,SPGI,BUY,25.833631541443285,20.63816690870499,0.04999999999999999,9.0,42,0.0,rebalance
2010-04-05,CRM,BUY,18.654764727503352,442.8396772503129,0.04999999999999999,10.0,42,0.0,rebalance
2010-04-05,ALGN,BUY,19.579999923706055,117.08285891196283,0.04999999999999999,11.0,42,0.0,rebalance
2010-04-05,GD,BUY,53.67373037747521,3057.833208158747,0.04999999999999999,12.0,42,0.0,rebalance
2010-04-05,DIS,BUY,29.79460557655652,5506.592463423916,0.04999999999999999,13.0,42,0.0,rebalance
2010-04-05,AMGN,BUY,40.53901962928838,52.49657739400618,0.04999999999999999,14.0,42,0.0,rebalance
2010-04-05,EXPE,BUY,31.89618063125501,581.7513286932735,0.04999999999999999,15.0,42,0.0,rebalance
2010-04-05,CMI,BUY,42.710089658488144,931.7752777947603,0.04999999999999999,16.0,42,0.0,rebalance
2010-04-05,TXT,BUY,20.87355900629609,459.3293380769792,0.04999999999999999,17.0,42,0.0,rebalance
2010-04-05,OKE,BUY,8.569227578891688,611.5730256499337,0.04999999999999999,18.0,42,0.0,rebalance
2010-04-05,INTU,BUY,30.21106732449137,250.40585351991558,0.04999999999999999,19.0,42,0.0,rebalance
2010-04-05,UNP,BUY,25.9798206753891,330.07325910587315,0.04999999999999999,20.0,42,0.0,rebalance
2010-04-09,UNP,TAKE_PROFIT,26.677125930786133,6318.273935757953,0.0,,0,0.8176091539245272,risk_exit
